id,period,stata_weight
45,3,.7591766129422721
45,4,.6600167757527878
45,5,.6482159286598669
45,6,.5853168501339044
45,7,.566333651526798
46,0,.9759611270493124
46,1,.9321835660830866
46,2,.8947556172119899
46,3,.6896129375490481
46,4,.6091805976736115
46,5,.4742981136739407
46,6,.4253587807946693
46,7,.3957042530078335
47,0,1.241097697328733
47,1,1.265698909159107
47,2,1.433985579534538
47,3,1.662200960593224
47,4,1.708094021660282
47,5,1.96349915179812
47,6,2.08413006819014
47,7,2.07534116844991
48,0,.9103346481791611
48,1,1.115137102593485
48,2,1.030988996639346
48,3,.9082633573888202
48,4,.88273822326216
48,5,.9286278941884362
48,6,.873591556624716
48,7,1.070045149473025
49,0,1.0826334212761
49,1,1.02259895519857
49,2,.9001915185812674
49,3,.9721796440439399
49,4,.9363007708323448
49,5,.7374167837114325
49,6,1.013301471929186
49,7,1.013301471929186
50,0,.9135410637225
50,1,.9092369080079181
50,2,.7945909683619556
50,3,.6611906454491921
50,4,1.078796378928473
50,5,1.508604182071787
50,6,1.900058710637885
50,7,2.170753314441401
51,0,1.283078864876082
51,1,1.203206225706559
51,2,1.234910732246285
51,3,1.059393168074781
51,4,.7965927683144919
51,5,.7485208815909362
51,6,.7692860796965524
51,7,.7692860796965524
52,0,1.06061414543347
52,1,1.098590225508829
52,2,1.023908181750033
52,3,.9848737421043446
52,4,.8908063048969617
52,5,.8243214810428198
52,6,.7834413315992682
52,7,.6830413894428684
53,0,1.029661353195945
53,1,.9082186294524596
53,2,.7895676724338317
53,3,.7631559452427613
53,4,.7631559452427613
53,5,.7631559452427613
53,6,.7631559452427613
53,7,.7631559452427613
54,0,.823666362572723
54,1,1.352790908640496
54,2,1.165255885018389
54,3,1.254265763139462
54,4,1.1151354271786
54,5,1.112872129627419
54,6,.979972090618911
54,7,.9829216957001877
55,0,1.062119623638474
55,1,1.015241171971727
55,2,.9003455344657973
55,3,1.302330718353727
55,4,.9816908736355744
55,5,1.006657635940837
55,6,1.036812633006885
55,7,1.349190210995861
56,0,.6701890856152135
56,1,.7178481880151156
56,2,.6555945610030469
56,3,.7266836669948359
56,4,.5743557381495857
56,5,.7730911259728884
56,6,.8026190186500356
56,7,1.04056143959806
57,0,.944289093728809
57,1,.9464979990518424
57,2,.8996283728703213
57,3,1.145872318078826
57,4,.9864692072903609
57,5,.9872717580634437
57,6,1.248819548268937
57,7,1.207452220344002
58,0,.8304526466923029
58,1,.7429476457472429
58,2,.7188342628589759
58,3,.798155360512894
58,4,.6805297566863593
58,5,.6030478678558253
58,6,.5930896700333691
58,7,.5637761702000694
59,0,1.106017946720006
59,1,1.072216170818141
59,2,1.045336055781647
59,3,1.08438460904084
59,4,1.145439751623389
59,5,1.296033162492847
59,6,1.23895449890915
59,7,1.000140649907143
60,0,.8544944196770656
60,1,.8767830676429109
60,2,.8196194095702629
60,3,.8049941405740024
60,4,.7631750577438862
60,5,.7983221660084446
60,6,.8894978918984382
60,7,.9527639133439288
61,0,.9744151670699049
61,1,1.060200633715026
61,2,1.219600447922512
61,3,1.114588748592096
61,4,1.230067444306542
61,5,1.210554539009955
61,6,1.189589081113494
61,7,1.32042591390581
62,0,.9704403054010082
62,1,.866835433519858
62,2,.7162706575739409
62,3,.6237723549970721
62,4,.5547173250656773
62,5,.5110021267898369
62,6,.5110021267898369
62,7,.5110021267898369
63,0,1.000857071801511
63,1,.8408897235721324
63,2,.8436343460326892
63,3,.8884855399373187
63,4,.858841894569253
63,5,.8156972190485124
63,6,.7657791588243629
63,7,.8075266193127748
64,0,.8632655342599441
64,1,.713516714772752
64,2,.6044970884797999
64,3,.5365240967196926
64,4,.4955537044858233
64,5,.5967130859015607
64,6,.8176533188513756
64,7,.6666226866065021
65,0,1.070313884292407
65,1,1.125033974213033
65,2,1.104794188615044
65,3,1.1556185057163
65,4,.9517662667698671
65,5,1.235660739036806
65,6,1.674599708083652
65,7,1.25026950554772
66,0,1.238514672607395
66,1,1.164912649910907
66,2,1.171952567977224
66,3,.9831518351692182
66,4,1.159049261524046
66,5,1.34765971462745
66,6,1.195195604054922
66,7,.8631831415579776
67,0,1.038349695847002
67,1,1.071430174956042
67,2,1.278158813256557
67,3,1.224605622170687
67,4,1.116827257075517
67,5,.9283937094560418
67,6,.6569119717598777
67,7,.4822493922804544
68,0,1.17718137407975
68,1,1.351554147861648
68,2,1.02540161875197
68,3,1.24767556425558
68,4,1.290483580258427
68,5,1.458620274185702
68,6,1.522229438935558
68,7,1.48594814685354
69,0,.9686627376026727
69,1,.8650008073412966
69,2,.7951162540131791
69,3,.7505083927972136
69,4,.665148707195514
69,5,.6253928100642853
69,6,.7292549344519232
69,7,.79978877344859
70,0,1.015809528463822
70,1,.937479544883404
70,2,.9341755388865701
70,3,.9230872184562501
70,4,.7245145901739507
70,5,.7272533098591064
70,6,.8840475684743003
70,7,.8857123566374945
71,0,.8719852600412733
71,1,1.333860146585648
71,2,1.081099602729486
71,3,1.033206143261146
71,4,.9156281531137708
71,5,.9758273901734748
71,6,.8532912763263754
71,7,.9546022313825849
72,0,.8642442900307965
72,1,.7657693788009898
72,2,.6963285536011272
72,3,.6309412178345083
72,4,.686651908800764
72,5,.7826061002643114
72,6,.8048499405837258
72,7,.9476046102190165
73,0,1.015022665830221
73,1,1.115665569216044
73,2,1.214731365709291
73,3,1.143404582287432
73,4,1.311458136123412
73,5,1.264505994892253
73,6,1.242726041334811
73,7,1.305226235193518
74,0,.8622156647854596
74,1,1.083925412867053
74,2,1.027294890166223
74,3,.9542356029663811
74,4,.9588767893643129
74,5,.9120410150534763
74,6,.8458758602498082
74,7,.7785465395819503
75,0,.8532262429680381
75,1,.824385032945553
75,2,.7768195916576367
75,3,.7883405568029416
75,4,.7625733611032739
75,5,.6668879223184488
75,6,.67873257985797
75,7,.7893583849056338
76,0,1.126860015092581
76,1,1.459193531705976
76,2,1.402030012925503
76,3,1.258832140043562
76,4,1.138009605083313
76,5,1.05537437721412
76,6,.9224040839147104
76,7,1.315752517574165
77,0,1.137245914037213
77,1,1.156585427175115
77,2,1.201448695565852
77,3,1.049808249476836
77,4,1.23291379362548
77,5,1.158791509898625
77,6,1.210824059625739
77,7,1.256470444508974
78,0,1.107102916553354
78,1,1.143086213998803
78,2,1.149093410994879
78,3,1.500866991735646
78,4,1.403914124608184
78,5,1.112756132737938
78,6,1.137462282885809
78,7,1.096246010702999
79,0,1.103125365620783
79,1,1.092544992607485
79,2,.9457467905826376
79,3,.8695329123464118
79,4,.8209062505390109
79,5,.8431929341114635
79,6,1.190040438103859
79,7,1.262009892573072
80,0,.973618251313956
80,1,1.031994380479435
80,2,.9498076089272216
80,3,.8993573166264013
80,4,.8746556764202685
80,5,.7431124337334725
80,6,.6713724193442774
80,7,.6412309227706818
81,0,.9871313139654034
81,1,.9290442310668943
81,2,.8675211277027002
81,3,.712807936318407
81,4,.7388993483643611
81,5,.7513333923728095
81,6,.6646490682726321
81,7,.5415408154050357
82,0,1.363316364359842
82,1,1.040749121882021
82,2,1.049676884875267
82,3,.9865457011348487
82,4,.8771311365427868
82,5,.6684241925059646
82,6,.8403864362431577
82,7,.97425323041437
83,0,.5186022028138474
83,1,.3757664113606429
83,2,.3835078273506866
83,3,.402607510748459
83,4,.4843227189752727
83,5,.464876678358678
83,6,.5112078942157673
83,7,.5726895518722817
84,0,.9718905563009438
84,1,.9503323169363237
84,2,.8444026973080132
84,3,.9027195424800917
84,4,.7559044178790014
84,5,.7559044178790014
84,6,.7559044178790014
84,7,.7559044178790014
85,0,.958689023276966
85,1,.8157090959735072
85,2,.9089177678845956
85,3,.7348290834347957
85,4,.7503188851370811
85,5,.6902327015208032
85,6,.6902327015208032
85,7,.6902327015208032
86,0,1.043352384330931
86,1,1.161922565432839
86,2,1.180836130957417
86,3,1.157009583575037
86,4,1.188730677412365
86,5,1.220957266027547
86,6,1.124280396217129
86,7,1.03843713198947
87,0,1.371612872046336
87,1,1.469760337352858
87,2,1.236211007451796
87,3,1.074389458899591
87,4,1.355881488459328
87,5,1.356035439776542
87,6,1.706674878479472
87,7,1.497705484348977
88,0,1.166694542664031
88,1,1.267566541372281
88,2,1.010318566412627
88,3,.8226509892163901
88,4,1.145386245127206
88,5,1.13580251195032
88,6,1.220126125815075
88,7,1.060263573505075
89,0,1.039457196953177
89,1,.9562088955932077
89,2,.9383640963272192
89,3,.9417311074013984
89,4,.8637280915513564
89,5,.9250434707104914
89,6,.803805677360917
89,7,.8603792090158365
90,0,.5817991133434844
90,1,.4797688012447809
90,2,.377945811175956
90,3,.377945811175956
90,4,.377945811175956
90,5,.377945811175956
90,6,.377945811175956
90,7,.377945811175956
91,0,1.174689311952587
91,1,1.281321047694679
91,2,1.254028403556807
91,3,.8843041269466605
91,4,.8175964978867937
91,5,.815273131901602
91,6,.7944494601603254
91,7,.7625482546728428
92,0,.8873170639227534
92,1,1.055417046125142
92,2,.898443249637653
92,3,1.016390377370242
92,4,.7864569480606893
92,5,.7542784556696738
92,6,.7417576223308537
92,7,.8195216630272997
93,0,1.094685829930467
93,1,1.501296624298058
93,2,1.471457309482103
93,3,1.394942628317446
93,4,1.298591501530994
93,5,2.069604529956917
93,6,1.706464377157478
93,7,1.679088273693129
94,0,1.064529490056465
94,1,1.063107874284144
94,2,.9552167048415332
94,3,.8067498671362547
94,4,.7684693524154629
94,5,.8048641019344513
94,6,.8323197331103208
94,7,.732204489459478
95,0,.9993108962244874
95,1,.9126417052609574
95,2,1.014591628776513
95,3,.875328680500464
95,4,.974402391424296
95,5,.9778448740933608
95,6,.9540296337780293
95,7,1.034875329591835
96,0,.911290240709526
96,1,.7991590618227632
96,2,.6852025093975409
96,3,.7972670451533662
96,4,.8498665894498848
96,5,1.082539553720125
96,6,1.361201699568415
96,7,1.614842242384279
97,0,1.352418542395726
97,1,.9161237705507845
97,2,1.002282439017418
97,3,.8198441476582954
97,4,.8451132847378418
97,5,1.034583145331948
97,6,.8225675575793623
97,7,.8960120405309624
98,0,.7871217702021642
98,1,.7389298578794132
98,2,1.184557712752071
98,3,1.049162417041951
98,4,1.272055271180059
98,5,1.266195031981888
98,6,1.041379198745851
98,7,1.132896874662976
99,0,.8456650070246123
99,1,.7510799138330118
99,2,.6908006383574851
99,3,.942343887624865
99,4,1.054917168571289
99,5,1.114554969306659
99,6,.9085445617399883
99,7,.9517596620103856
100,0,.9951750446267367
100,1,.9854244735022587
100,2,1.055385745456054
100,3,1.204873035905743
100,4,.8187098457085017
100,5,.7401816778897387
100,6,.6456830198881728
100,7,.571840975264725
101,0,1.005462673979092
101,1,1.308439151505144
101,2,1.163119911102599
101,3,1.679628086910041
101,4,1.743790029342484
101,5,1.684088301182207
101,6,1.66397931252124
101,7,1.468448403251575
102,0,1.257320244955814
102,1,1.257320244955814
102,2,1.257320244955814
102,3,1.257320244955814
102,4,1.257320244955814
102,5,1.257320244955814
102,6,1.257320244955814
102,7,1.257320244955814
103,0,1.211036883049341
103,1,1.118432578999619
103,2,.9504208894888241
103,3,1.140627241705251
103,4,1.165684502999891
103,5,1.302886140715639
103,6,1.079809728175765
103,7,1.012068294621798
104,0,.8808058064597797
104,1,.773703077098892
104,2,.7315868174351819
104,3,.7179426926610841
104,4,.6785764107792235
104,5,.5078976047254861
104,6,.5924375865088224
104,7,.656095460723324
105,0,1.151058990248285
105,1,1.117652412127209
105,2,1.087771467588516
105,3,1.038907852386665
105,4,.9541482772313065
105,5,.8778695042702813
105,6,.8778695042702813
105,7,.8778695042702813
106,0,.8312495778386776
106,1,.8885471476024231
106,2,.9539776235921021
106,3,1.115005322436994
106,4,1.296347750118169
106,5,1.390214428961805
106,6,1.390214428961805
106,7,1.390214428961805
107,0,.9445947156264425
107,1,.9000891444498768
107,2,.9873394265520147
107,3,1.334205169991255
107,4,1.245392286057634
107,5,1.224578778501704
107,6,1.269410632800554
107,7,1.269410632800554
108,0,.8095729314511316
108,1,.8562498018857632
108,2,.8752345627533658
108,3,.8841238967935093
108,4,.9100657920704945
108,5,.9748255897039674
108,6,1.135339685237953
108,7,1.235464716980363
109,0,.8021624735195996
109,1,.6807750724418472
109,2,.5918590324202065
109,3,.5918590324202065
109,4,.5918590324202065
109,5,.5918590324202065
109,6,.5918590324202065
109,7,.5918590324202065
110,0,.8942302286407793
110,1,.8019689645797426
110,2,.7143550741328405
110,3,.6461082490693107
110,4,.6751981932755532
110,5,.6188243864345178
110,6,.6896550324676602
110,7,.837961439650327
111,0,1.146016117325457
111,1,1.106842963226823
111,2,1.145058868807792
111,3,1.523650567596409
111,4,1.56660906746601
111,5,1.749113965579225
111,6,1.457456212583835
111,7,1.492210242678398
112,0,.9982987266642132
112,1,.9552572080278522
112,2,.8267355359732099
112,3,.8267355359732099
112,4,.8267355359732099
112,5,.8267355359732099
112,6,.8267355359732099
112,7,.8267355359732099
113,0,.5900231493443239
113,1,.4872277058275876
113,2,.5888036808734423
113,3,.6991083249525537
113,4,.7197889350151491
113,5,.7912566183042048
113,6,.7286650434601072
113,7,.6540428388232246
114,0,.9502339505383308
114,1,.9502339505383308
114,2,.9502339505383308
114,3,.9502339505383308
114,4,.9502339505383308
114,5,.9502339505383308
114,6,.9502339505383308
114,7,.9502339505383308
115,0,.8300189759147542
115,1,.7588345438783971
115,2,.6504671133960515
115,3,.5617348522954816
115,4,.5428208218349269
115,5,.5163672928384525
115,6,.5091398282039223
115,7,.5074257466646739
116,0,.9218436988494956
116,1,.8480999349090191
116,2,.7105358725852796
116,3,.6539439376524145
116,4,.6086769667085068
116,5,.7218067976693286
116,6,.7614886628167926
116,7,.8151698464276995
117,0,1.37538941084289
117,1,1.384878882913122
117,2,1.302283820845208
117,3,1.110994546713669
117,4,1.170842111911251
117,5,.8448571122921342
117,6,.9742177867845121
117,7,1.089449935763219
118,0,1.488550016149322
118,1,1.178991084500283
118,2,1.102080281944186
118,3,1.189467295555613
118,4,1.151207015809939
118,5,1.145396185352357
118,6,1.159850156848739
118,7,1.572489597727404
119,0,.9808980486250186
119,1,1.078549926518168
119,2,1.078549926518168
119,3,1.078549926518168
119,4,1.078549926518168
119,5,1.078549926518168
119,6,1.078549926518168
119,7,1.078549926518168
120,0,.5317100123377125
120,1,.7338959760831706
120,2,1.016097479975455
120,3,1.016097479975455
120,4,1.016097479975455
120,5,1.016097479975455
120,6,1.016097479975455
120,7,1.016097479975455
121,0,1.094848962005133
121,1,1.066918551577491
121,2,1.22626774396827
121,3,.871606220785893
121,4,.7972192406538845
121,5,.7471104548291733
121,6,.7177319859775378
121,7,.6764326510971618
122,0,.7503623136958356
122,1,.8501663840462532
122,2,.87450012116864
122,3,1.035322346188524
122,4,1.035322346188524
122,5,1.035322346188524
122,6,1.035322346188524
122,7,1.035322346188524
123,0,.8133694747931819
123,1,.693112788945227
123,2,.6238600436839614
123,3,.5386276206678767
123,4,.5440579810337662
123,5,.6470766043396393
123,6,.6749976495808768
123,7,.5410156809518604
124,0,.9127365424232592
124,1,.777565870604204
124,2,.741572399429492
124,3,.741572399429492
124,4,.741572399429492
124,5,.741572399429492
124,6,.741572399429492
124,7,.741572399429492
125,0,.7373018871289372
125,1,.8053960097105612
125,2,.7825621969835872
125,3,.7158254245462458
125,4,.8745146846434723
125,5,.9393377642368914
125,6,.9859277905417518
125,7,.9859277905417518
126,0,.7443198099932565
126,1,.6305950108216036
126,2,.5158186484716845
126,3,.5964850693881795
126,4,.6911457188412097
126,5,.7505444768450152
126,6,.8701881719836906
126,7,.582261174505504
127,0,1.537281400962007
127,1,1.875049227042853
127,2,1.656677631073552
127,3,1.651531380511179
127,4,1.388040849462459
127,5,1.233868816563869
127,6,.9551592696980327
127,7,1.057648150554293
128,0,1.038401448869994
128,1,1.092768332625908
128,2,1.234863589048793
128,3,1.195116099355999
128,4,1.001692868116682
128,5,1.098860734662127
128,6,1.121255101109509
128,7,1.13772429877339
129,0,.9829514356685884
129,1,1.023567090021035
129,2,1.102862122244725
129,3,1.012559965366091
129,4,1.192905458411472
129,5,1.214021037819388
129,6,1.277163205717732
129,7,1.182647742690745
130,0,.79317357679337
130,1,.7822548189014366
130,2,.9182416467888709
130,3,.6461260633394649
130,4,.5659561361556313
130,5,.5849127500314318
130,6,.597041699655004
130,7,.5285391032709822
131,0,.9799635069417456
131,1,1.096825526831244
131,2,1.045285492263249
131,3,.9504555569531524
131,4,.7884794959005532
131,5,.6779205323591357
131,6,.7578521936142203
131,7,.7669317235643005
132,0,.8035248842348498
132,1,.7376660693254865
132,2,.7973880706403732
132,3,.6797907362862298
132,4,1.021805491655592
132,5,.8917583777903805
132,6,.9808352161027941
132,7,1.239586292487628
133,0,.8519818383617911
133,1,.7195393271418431
133,2,.6231259015918397
133,3,.5941263308987246
133,4,.5053337065747155
133,5,.4472688277345201
133,6,.5696431795863355
133,7,.6714999306281166
134,0,.7097480034765916
134,1,.8041393503585497
134,2,1.145840374547303
134,3,1.427440587356352
134,4,1.165244869519222
134,5,1.073130309708369
134,6,1.294090028816864
134,7,1.294090028816864
135,0,.8712822041682894
135,1,.9440690697472387
135,2,.7996080117706291
135,3,.8803812714528145
135,4,.7818467955601354
135,5,.6979518252983781
135,6,.638047023173996
135,7,.5843397260352805
136,0,.8426248980023695
136,1,.8961363454577231
136,2,1.167172916084965
136,3,.9064613475013522
136,4,.8562455684854
136,5,.7437707333885398
136,6,.7101517995302457
136,7,.722472925267623
137,0,.9211021915251306
137,1,.7853346924596656
137,2,.7266835899709921
137,3,.7684294905903866
137,4,.6318256229264965
137,5,.6146176535570023
137,6,.6166789382943466
137,7,.5201454819282538
138,0,.9281964059469278
138,1,.9459431908246082
138,2,.7593615113461528
138,3,.8578068575432042
138,4,.7258108449751458
138,5,.5795286854745563
138,6,.5357866609937083
138,7,.5312644655060923
139,0,.7591550901440026
139,1,.6468708505118553
139,2,.6125424847510886
139,3,.5845728599317215
139,4,.620446259317763
139,5,.537910174021267
139,6,.4234083235588652
139,7,.3820677981203306
140,0,.9834700511163469
140,1,1.391658539472485
140,2,1.47791384653404
140,3,1.227351471566931
140,4,1.176861620407469
140,5,1.152837944931931
140,6,1.152837944931931
140,7,1.152837944931931
141,0,1.088698880040547
141,1,1.258599025734991
141,2,1.41437789430421
141,3,1.653387828907508
141,4,1.933261420866374
141,5,2.026316867409815
141,6,2.353677496465952
141,7,2.702808201996763
142,0,1.034449899092501
142,1,.9731910852103985
142,2,.9009160562581928
142,3,.6299741991618956
142,4,.4996579661551683
142,5,.4603190270943723
142,6,.6881570127087721
142,7,.9458264963462361
143,0,.9189756966394409
143,1,1.151708581045299
143,2,1.033239398439492
143,3,.9660727958260404
143,4,.9533848974818949
143,5,.8795789799358922
143,6,.9982516229906095
143,7,1.056783139641697
144,0,1.013055844185565
144,1,.9312444538072927
144,2,.8603434807796727
144,3,.7559489443306362
144,4,.7559489443306362
144,5,.7559489443306362
144,6,.7559489443306362
144,7,.7559489443306362
145,0,1.263141885386946
145,1,1.267862998374698
145,2,1.486574547543769
145,3,1.161102528159284
145,4,.9627830914095505
145,5,.9508669808698307
145,6,1.007309074938913
145,7,1.148685080558646
146,0,.9351759589937347
146,1,.775392796483297
146,2,1.157624947603598
146,3,1.091552598022352
146,4,1.266571846351273
146,5,1.273338636644432
146,6,.9137378365435136
146,7,1.052358838216553
147,0,.845524940037684
147,1,.6861088852567018
147,2,.5717972730691896
